No,GH Project,Link SO,Snippet ID,Dataset Status,Before Dataset Path,After Dataset Path,Stack Overflow Java File Path,Stack Overflow Method Name,Stack Overflow Start Line,Stack Overflow End Line,Final Manual Validation,Recommendation Type
768,jackkolokasis,https://stackoverflow.com/questions/58993471,so_58993471_block_2,ELIGIBLE,dataset/before/so_58993471_block_2.java,dataset/after/so_58993471_block_2.java,58993471/58993471_2_recent.java,method,1,363,Agree No,""
769,jackkolokasis,https://stackoverflow.com/questions/58617321,so_58617321_block_2,ELIGIBLE,dataset/before/so_58617321_block_2.java,dataset/after/so_58617321_block_2.java,58617321/58617321_2_recent.java,method,1,17,Agree No,""
248,jankotek,https://stackoverflow.com/questions/19340685,so_19340685_block_2,ELIGIBLE,dataset/before/so_19340685_block_2.java,dataset/after/so_19340685_block_2.java,19340685/19340685_2_49198640.java,method,1,30,Agress Yes,Improving Code
173,java-aid,https://stackoverflow.com/questions/31386664,so_31386664_block_4,ELIGIBLE,dataset/before/so_31386664_block_4.java,dataset/after/so_31386664_block_4.java,31386664/31386664_4_95005617.java,method,1,22,Agree No,""
723,jcodec,https://stackoverflow.com/questions/2699270,so_2699270_block_2,ELIGIBLE,dataset/before/so_2699270_block_2.java,dataset/after/so_2699270_block_2.java,2699270/2699270_2_recent.java,method,1,18,Agree No,""
239,jetbrains,https://stackoverflow.com/questions/3519182,so_3519182_block_2,ELIGIBLE,dataset/before/so_3519182_block_2.java,dataset/after/so_3519182_block_2.java,3519182/3519182_2_7342658.java,method,1,17,Agress Yes,Improving Code
99,jfxtras,https://stackoverflow.com/questions/20765715,so_20765715_block_2,ELIGIBLE,dataset/before/so_20765715_block_2.java,dataset/after/so_20765715_block_2.java,20765715/20765715_2_recent.java,method,1,22,Agress Yes,Improving Code
100,jfxtras,https://stackoverflow.com/questions/20765715,so_20765715_block_2,ELIGIBLE,dataset/before/so_20765715_block_2.java,dataset/after/so_20765715_block_2.java,20765715/20765715_2_recent.java,method,1,22,Agress Yes,Improving Code
344,jhy,https://stackoverflow.com/questions/31868761,so_31868761_block_4,ELIGIBLE,dataset/before/so_31868761_block_4.java,dataset/after/so_31868761_block_4.java,31868761/31868761_4_96856276.java,method,1,12,Agress Yes,Improving Code
606,jonathangerbaud,https://stackoverflow.com/questions/27287511,so_27287511_block_2,ELIGIBLE,dataset/before/so_27287511_block_2.java,dataset/after/so_27287511_block_2.java,27287511/27287511_2_79053914.java,method,1,18,Agree No,""
607,jonathangerbaud,https://stackoverflow.com/questions/27287511,so_27287511_block_2,ELIGIBLE,dataset/before/so_27287511_block_2.java,dataset/after/so_27287511_block_2.java,27287511/27287511_2_79053914.java,method,1,18,Agree No,""
792,jorensix,https://stackoverflow.com/questions/19689932,so_19689932_block_6,ELIGIBLE,dataset/before/so_19689932_block_6.java,dataset/after/so_19689932_block_6.java,19689932/19689932_6_147013208.java,method,1,16,Agree No,""
126,journaldev,https://stackoverflow.com/questions/39717275,so_39717275_block_2,ELIGIBLE,dataset/before/so_39717275_block_2.java,dataset/after/so_39717275_block_2.java,39717275/39717275_2_recent.java,method,1,34,Agree No,""
127,journaldev,https://stackoverflow.com/questions/10195366,so_10195366_block_2,ELIGIBLE,dataset/before/so_10195366_block_2.java,dataset/after/so_10195366_block_2.java,10195366/10195366_2_recent.java,method,1,21,Agree No,""
128,journaldev,https://stackoverflow.com/questions/10195366,so_10195366_block_2,ELIGIBLE,dataset/before/so_10195366_block_2.java,dataset/after/so_10195366_block_2.java,10195366/10195366_2_recent.java,method,1,21,Agree No,""
129,journaldev,https://stackoverflow.com/questions/10195366,so_10195366_block_2,ELIGIBLE,dataset/before/so_10195366_block_2.java,dataset/after/so_10195366_block_2.java,10195366/10195366_2_recent.java,method,1,21,Agree No,""
121,kartaview,https://stackoverflow.com/questions/54349072,so_54349072_block_2,ELIGIBLE,dataset/before/so_54349072_block_2.java,dataset/after/so_54349072_block_2.java,54349072/54349072_2_190220971.java,createMask,59,72,Agress Yes,Improving Code
583,kickflip,https://stackoverflow.com/questions/9293885,so_9293885_block_2,ELIGIBLE,dataset/before/so_9293885_block_2.java,dataset/after/so_9293885_block_2.java,9293885/9293885_2_recent.java,method,1,18,Agress Yes,Improving Code
204,kiegroup,https://stackoverflow.com/questions/36214665,so_36214665_block_2,ELIGIBLE,dataset/before/so_36214665_block_2.java,dataset/after/so_36214665_block_2.java,36214665/36214665_2_114074670.java,method,1,19,Agree No,""
205,kiegroup,https://stackoverflow.com/questions/36214665,so_36214665_block_2,ELIGIBLE,dataset/before/so_36214665_block_2.java,dataset/after/so_36214665_block_2.java,36214665/36214665_2_114074670.java,method,1,19,Agree No,""
215,klinker24,https://stackoverflow.com/questions/28039909,so_28039909_block_2,ELIGIBLE,dataset/before/so_28039909_block_2.java,dataset/after/so_28039909_block_2.java,28039909/28039909_2_recent.java,method,1,13,Agree No,""
267,knowagelabs,https://stackoverflow.com/questions/4429257,so_4429257_block_2,ELIGIBLE,dataset/before/so_4429257_block_2.java,dataset/after/so_4429257_block_2.java,4429257/4429257_2_9347476.java,newBundle,2,32,Agree No,""
268,knowagelabs,https://stackoverflow.com/questions/20680556,so_20680556_block_2,ELIGIBLE,dataset/before/so_20680556_block_2.java,dataset/after/so_20680556_block_2.java,20680556/20680556_2_recent.java,accept,5,17,Agress Yes,Improving Code
269,knowagelabs,https://stackoverflow.com/questions/56611483,so_56611483_block_2,ELIGIBLE,dataset/before/so_56611483_block_2.java,dataset/after/so_56611483_block_2.java,56611483/56611483_2_recent.java,method,1,66,Agress Yes,Improving Code
270,knowagelabs,https://stackoverflow.com/questions/4429257,so_4429257_block_2,ELIGIBLE,dataset/before/so_4429257_block_2.java,dataset/after/so_4429257_block_2.java,4429257/4429257_2_9347476.java,newBundle,2,32,Agree No,""
271,knowagelabs,https://stackoverflow.com/questions/11838438,so_11838438_block_2,ELIGIBLE,dataset/before/so_11838438_block_2.java,dataset/after/so_11838438_block_2.java,11838438/11838438_2_recent.java,main,6,31,Agress Yes,Improving Code
272,knowagelabs,https://stackoverflow.com/questions/4429257,so_4429257_block_2,ELIGIBLE,dataset/before/so_4429257_block_2.java,dataset/after/so_4429257_block_2.java,4429257/4429257_2_9347476.java,newBundle,2,32,Agree No,""
588,knowm,https://stackoverflow.com/questions/6702420,so_6702420_block_2,ELIGIBLE,dataset/before/so_6702420_block_2.java,dataset/after/so_6702420_block_2.java,6702420/6702420_2_89518975.java,main,9,18,Agree No,""
589,knowm,https://stackoverflow.com/questions/6702420,so_6702420_block_2,ELIGIBLE,dataset/before/so_6702420_block_2.java,dataset/after/so_6702420_block_2.java,6702420/6702420_2_89518975.java,main,9,18,Agree No,""
590,knowm,https://stackoverflow.com/questions/6702420,so_6702420_block_2,ELIGIBLE,dataset/before/so_6702420_block_2.java,dataset/after/so_6702420_block_2.java,6702420/6702420_2_89518975.java,main,9,18,Agree No,""
9,kontalk,https://stackoverflow.com/questions/3519182,so_3519182_block_2,ELIGIBLE,dataset/before/so_3519182_block_2.java,dataset/after/so_3519182_block_2.java,3519182/3519182_2_7342658.java,method,1,17,Agress Yes,Improving Code
244,kruize,https://stackoverflow.com/questions/26046107,so_26046107_block_2,ELIGIBLE,dataset/before/so_26046107_block_2.java,dataset/after/so_26046107_block_2.java,26046107/26046107_2_124698665.java,method,1,21,Agress Yes,Improving Code
773,kubabar1,https://stackoverflow.com/questions/30868562,so_30868562_block_6,ELIGIBLE,dataset/before/so_30868562_block_6.java,dataset/after/so_30868562_block_6.java,30868562/30868562_6_92947534.java,method,1,11,Agree No,""
488,ldoublem,https://stackoverflow.com/questions/34590765,so_34590765_block_2,ELIGIBLE,dataset/before/so_34590765_block_2.java,dataset/after/so_34590765_block_2.java,34590765/34590765_2_recent.java,init,28,65,Agress Yes,Bug Fixing
489,ldoublem,https://stackoverflow.com/questions/34590765,so_34590765_block_2,ELIGIBLE,dataset/before/so_34590765_block_2.java,dataset/after/so_34590765_block_2.java,34590765/34590765_2_recent.java,init,28,65,Agress Yes,Bug Fixing
490,ldoublem,https://stackoverflow.com/questions/34590765,so_34590765_block_2,ELIGIBLE,dataset/before/so_34590765_block_2.java,dataset/after/so_34590765_block_2.java,34590765/34590765_2_recent.java,init,28,65,Agress Yes,Bug Fixing
491,ldoublem,https://stackoverflow.com/questions/34590765,so_34590765_block_2,ELIGIBLE,dataset/before/so_34590765_block_2.java,dataset/after/so_34590765_block_2.java,34590765/34590765_2_recent.java,init,28,65,Agress Yes,Bug Fixing
782,leapcode,https://stackoverflow.com/questions/7649183,so_7649183_block_2,ELIGIBLE,dataset/before/so_7649183_block_2.java,dataset/after/so_7649183_block_2.java,7649183/7649183_2_57377731.java,method,1,10,Agress Yes,Improving Code
16,leapframework,https://stackoverflow.com/questions/41471859,so_41471859_block_4,ELIGIBLE,dataset/before/so_41471859_block_4.java,dataset/after/so_41471859_block_4.java,41471859/41471859_4_135239059.java,method,1,15,Agress Yes,Improving Code
17,leapframework,https://stackoverflow.com/questions/31868761,so_31868761_block_4,ELIGIBLE,dataset/before/so_31868761_block_4.java,dataset/after/so_31868761_block_4.java,31868761/31868761_4_96856276.java,method,1,12,Agree No,""
216,lecturestudio,https://stackoverflow.com/questions/61780137,so_61780137_block_2,ELIGIBLE,dataset/before/so_61780137_block_2.java,dataset/after/so_61780137_block_2.java,61780137/61780137_2_recent.java,method,1,50,Agress Yes,Improving Code
628,lenve,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agree No,""
629,lenve,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agree No,""
630,lenve,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agree No,""
631,lenve,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agree No,""
632,lenve,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agree No,""
221,linkedin,https://stackoverflow.com/questions/2180534,so_2180534_block_2,ELIGIBLE,dataset/before/so_2180534_block_2.java,dataset/after/so_2180534_block_2.java,2180534/2180534_2_recent.java,method,1,58,Agress Yes,Bug Fixing
325,linlinjava,https://stackoverflow.com/questions/41471859,so_41471859_block_4,ELIGIBLE,dataset/before/so_41471859_block_4.java,dataset/after/so_41471859_block_4.java,41471859/41471859_4_135239059.java,method,1,15,Agree No,""
85,liquibase,https://stackoverflow.com/questions/18454342,so_18454342_block_2,ELIGIBLE,dataset/before/so_18454342_block_2.java,dataset/after/so_18454342_block_2.java,18454342/18454342_2_recent.java,method,1,29,Agree No,""
618,longjuncai,https://stackoverflow.com/questions/33612373,so_33612373_block_2,ELIGIBLE,dataset/before/so_33612373_block_2.java,dataset/after/so_33612373_block_2.java,33612373/33612373_2_103731026.java,method,1,13,Agree No,""
347,luohuayu,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
471,mabe02,https://stackoverflow.com/questions/4429257,so_4429257_block_2,ELIGIBLE,dataset/before/so_4429257_block_2.java,dataset/after/so_4429257_block_2.java,4429257/4429257_2_9347476.java,newBundle,2,32,Agree No,""
743,macrozheng,https://stackoverflow.com/questions/58370217,so_58370217_block_2,ELIGIBLE,dataset/before/so_58370217_block_2.java,dataset/after/so_58370217_block_2.java,58370217/58370217_2_recent.java,method,1,45,Agress Yes,Improving Code
744,macrozheng,https://stackoverflow.com/questions/58370217,so_58370217_block_2,ELIGIBLE,dataset/before/so_58370217_block_2.java,dataset/after/so_58370217_block_2.java,58370217/58370217_2_recent.java,method,1,45,Agress Yes,Improving Code
745,macrozheng,https://stackoverflow.com/questions/58370217,so_58370217_block_2,ELIGIBLE,dataset/before/so_58370217_block_2.java,dataset/after/so_58370217_block_2.java,58370217/58370217_2_recent.java,method,1,45,Agress Yes,Improving Code
746,macrozheng,https://stackoverflow.com/questions/58370217,so_58370217_block_2,ELIGIBLE,dataset/before/so_58370217_block_2.java,dataset/after/so_58370217_block_2.java,58370217/58370217_2_recent.java,method,1,45,Agress Yes,Improving Code
747,macrozheng,https://stackoverflow.com/questions/58370217,so_58370217_block_2,ELIGIBLE,dataset/before/so_58370217_block_2.java,dataset/after/so_58370217_block_2.java,58370217/58370217_2_recent.java,method,1,45,Agress Yes,Improving Code
748,macrozheng,https://stackoverflow.com/questions/58370217,so_58370217_block_2,ELIGIBLE,dataset/before/so_58370217_block_2.java,dataset/after/so_58370217_block_2.java,58370217/58370217_2_recent.java,method,1,45,Agress Yes,Improving Code
738,marlinski,https://stackoverflow.com/questions/52144662,so_52144662_block_2,ELIGIBLE,dataset/before/so_52144662_block_2.java,dataset/after/so_52144662_block_2.java,52144662/52144662_2_181397043.java,method,1,97,Agress Yes,Improving Code
580,massivecraft,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agree No,""
481,matsim-org,https://stackoverflow.com/questions/29575747,so_29575747_block_2,ELIGIBLE,dataset/before/so_29575747_block_2.java,dataset/after/so_29575747_block_2.java,29575747/29575747_2_recent.java,main,21,60,Agress Yes,Improving Code
482,matsim-org,https://stackoverflow.com/questions/65112087,so_65112087_block_2,ELIGIBLE,dataset/before/so_65112087_block_2.java,dataset/after/so_65112087_block_2.java,65112087/65112087_2_236114933.java,method,1,14,Agress Yes,Improving Code
483,matsim-org,https://stackoverflow.com/questions/65112087,so_65112087_block_2,ELIGIBLE,dataset/before/so_65112087_block_2.java,dataset/after/so_65112087_block_2.java,65112087/65112087_2_recent.java,method,1,14,Agress Yes,Improving Code
324,meituan-dianping,https://stackoverflow.com/questions/37957745,so_37957745_block_2,ELIGIBLE,dataset/before/so_37957745_block_2.java,dataset/after/so_37957745_block_2.java,37957745/37957745_2_recent.java,method,1,27,Agress Yes,Bug Fixing
183,mercyblitz,https://stackoverflow.com/questions/45590884,so_45590884_block_2,ELIGIBLE,dataset/before/so_45590884_block_2.java,dataset/after/so_45590884_block_2.java,45590884/45590884_2_recent.java,method,1,25,Agree No,""
20,mesquiteproject,https://stackoverflow.com/questions/9293885,so_9293885_block_2,ELIGIBLE,dataset/before/so_9293885_block_2.java,dataset/after/so_9293885_block_2.java,9293885/9293885_2_recent.java,method,1,18,Agress Yes,Improving Code
206,micromata,https://stackoverflow.com/questions/23839705,so_23839705_block_2,ELIGIBLE,dataset/before/so_23839705_block_2.java,dataset/after/so_23839705_block_2.java,23839705/23839705_2_65821537.java,method,1,15,Agress Yes,Improving Code
677,minecraftmoddevelopment,https://stackoverflow.com/questions/51608517,so_51608517_block_2,ELIGIBLE,dataset/before/so_51608517_block_2.java,dataset/after/so_51608517_block_2.java,51608517/51608517_2_recent.java,method,1,149,Agress Yes,Improving Code
678,minecraftmoddevelopment,https://stackoverflow.com/questions/51608517,so_51608517_block_2,ELIGIBLE,dataset/before/so_51608517_block_2.java,dataset/after/so_51608517_block_2.java,51608517/51608517_2_recent.java,method,1,149,Agress Yes,Improving Code
111,mirakelx,https://stackoverflow.com/questions/27436796,so_27436796_block_2,ELIGIBLE,dataset/before/so_27436796_block_2.java,dataset/after/so_27436796_block_2.java,27436796/27436796_2_recent.java,method,1,69,Agress Yes,Improving Code
647,mitchtabian,https://stackoverflow.com/questions/50930455,so_50930455_block_6,ELIGIBLE,dataset/before/so_50930455_block_6.java,dataset/after/so_50930455_block_6.java,50930455/50930455_6_recent.java,method,1,16,Agree No,""
772,miyabayt,https://stackoverflow.com/questions/13956092,so_13956092_block_2,ELIGIBLE,dataset/before/so_13956092_block_2.java,dataset/after/so_13956092_block_2.java,13956092/13956092_2_recent.java,method,1,25,Agress Yes,Improving Code
131,mkl-public,https://stackoverflow.com/questions/57398454,so_57398454_block_2,ELIGIBLE,dataset/before/so_57398454_block_2.java,dataset/after/so_57398454_block_2.java,57398454/57398454_2_recent.java,method,1,289,Agress Yes,Improving Code
132,mkl-public,https://stackoverflow.com/questions/57398454,so_57398454_block_2,ELIGIBLE,dataset/before/so_57398454_block_2.java,dataset/after/so_57398454_block_2.java,57398454/57398454_2_recent.java,method,1,289,Agress Yes,Improving Code
133,mkl-public,https://stackoverflow.com/questions/57398454,so_57398454_block_2,ELIGIBLE,dataset/before/so_57398454_block_2.java,dataset/after/so_57398454_block_2.java,57398454/57398454_2_recent.java,method,1,289,Agress Yes,Improving Code
134,mkl-public,https://stackoverflow.com/questions/57398454,so_57398454_block_2,ELIGIBLE,dataset/before/so_57398454_block_2.java,dataset/after/so_57398454_block_2.java,57398454/57398454_2_recent.java,method,1,289,Agress Yes,Improving Code
135,mkl-public,https://stackoverflow.com/questions/57398454,so_57398454_block_2,ELIGIBLE,dataset/before/so_57398454_block_2.java,dataset/after/so_57398454_block_2.java,57398454/57398454_2_recent.java,method,1,289,Agress Yes,Improving Code
136,mkl-public,https://stackoverflow.com/questions/57398454,so_57398454_block_2,ELIGIBLE,dataset/before/so_57398454_block_2.java,dataset/after/so_57398454_block_2.java,57398454/57398454_2_recent.java,method,1,289,Agress Yes,Improving Code
137,mkl-public,https://stackoverflow.com/questions/41751396,so_41751396_block_8,ELIGIBLE,dataset/before/so_41751396_block_8.java,dataset/after/so_41751396_block_8.java,41751396/41751396_8_136432238.java,method,1,123,Agress Yes,Improving Code
138,mkl-public,https://stackoverflow.com/questions/41751396,so_41751396_block_8,ELIGIBLE,dataset/before/so_41751396_block_8.java,dataset/after/so_41751396_block_8.java,41751396/41751396_8_136432238.java,method,1,123,Agress Yes,Improving Code
139,mkl-public,https://stackoverflow.com/questions/41751396,so_41751396_block_8,ELIGIBLE,dataset/before/so_41751396_block_8.java,dataset/after/so_41751396_block_8.java,41751396/41751396_8_136432238.java,method,1,123,Agress Yes,Improving Code
342,mpue,https://stackoverflow.com/questions/62722315,so_62722315_block_2,ELIGIBLE,dataset/before/so_62722315_block_2.java,dataset/after/so_62722315_block_2.java,62722315/62722315_2_recent.java,method,1,292,Agree No,""
43,mrcrayfish,https://stackoverflow.com/questions/36950444,so_36950444_block_6,ELIGIBLE,dataset/before/so_36950444_block_6.java,dataset/after/so_36950444_block_6.java,36950444/36950444_6_116982498.java,method,1,38,Agress Yes,Improving Code
86,mucommander,https://stackoverflow.com/questions/36805363,so_36805363_block_2,ELIGIBLE,dataset/before/so_36805363_block_2.java,dataset/after/so_36805363_block_2.java,36805363/36805363_2_recent.java,method,1,87,Agress Yes,Improving Code
283,mycatapache,https://stackoverflow.com/questions/60266789,so_60266789_block_2,ELIGIBLE,dataset/before/so_60266789_block_2.java,dataset/after/so_60266789_block_2.java,60266789/60266789_2_recent.java,method,1,13,Agress Yes,Bug Fixing
284,mycatapache,https://stackoverflow.com/questions/60266789,so_60266789_block_2,ELIGIBLE,dataset/before/so_60266789_block_2.java,dataset/after/so_60266789_block_2.java,60266789/60266789_2_recent.java,method,1,13,Agress Yes,Bug Fixing
585,nasaworldwind,https://stackoverflow.com/questions/13542540,so_13542540_block_2,ELIGIBLE,dataset/before/so_13542540_block_2.java,dataset/after/so_13542540_block_2.java,13542540/13542540_2_recent.java,run,12,21,Agree No,""
586,nasaworldwind,https://stackoverflow.com/questions/13542540,so_13542540_block_2,ELIGIBLE,dataset/before/so_13542540_block_2.java,dataset/after/so_13542540_block_2.java,13542540/13542540_2_recent.java,run,12,21,Agree No,""
791,nationalsecurityagency,https://stackoverflow.com/questions/62722315,so_62722315_block_2,ELIGIBLE,dataset/before/so_62722315_block_2.java,dataset/after/so_62722315_block_2.java,62722315/62722315_2_recent.java,method,1,292,Agress Yes,Improving Code
315,nativejdb,https://stackoverflow.com/questions/29866762,so_29866762_block_2,ELIGIBLE,dataset/before/so_29866762_block_2.java,dataset/after/so_29866762_block_2.java,29866762/29866762_2_89013107.java,method,1,40,Agree No,""
316,nativejdb,https://stackoverflow.com/questions/29866762,so_29866762_block_2,ELIGIBLE,dataset/before/so_29866762_block_2.java,dataset/after/so_29866762_block_2.java,29866762/29866762_2_89013107.java,method,1,40,Agress Yes,Improving Code
317,nativejdb,https://stackoverflow.com/questions/46830988,so_46830988_block_4,ELIGIBLE,dataset/before/so_46830988_block_4.java,dataset/after/so_46830988_block_4.java,46830988/46830988_4_158689916.java,method,1,19,Agree No,""
318,nativejdb,https://stackoverflow.com/questions/62919983,so_62919983_block_2,ELIGIBLE,dataset/before/so_62919983_block_2.java,dataset/after/so_62919983_block_2.java,62919983/62919983_2_recent.java,method,1,17,Agree No,""
319,nativejdb,https://stackoverflow.com/questions/50578162,so_50578162_block_2,ELIGIBLE,dataset/before/so_50578162_block_2.java,dataset/after/so_50578162_block_2.java,50578162/50578162_2_recent.java,method,1,22,Agress Yes,Improving Code
320,nativejdb,https://stackoverflow.com/questions/29330741,so_29330741_block_6,ELIGIBLE,dataset/before/so_29330741_block_6.java,dataset/after/so_29330741_block_6.java,29330741/29330741_6_86929181.java,method,1,13,Agress Yes,Improving Code
321,nativejdb,https://stackoverflow.com/questions/29330741,so_29330741_block_6,ELIGIBLE,dataset/before/so_29330741_block_6.java,dataset/after/so_29330741_block_6.java,29330741/29330741_6_86929181.java,method,1,13,Agree No,""
710,neo4j,https://stackoverflow.com/questions/65112087,so_65112087_block_2,ELIGIBLE,dataset/before/so_65112087_block_2.java,dataset/after/so_65112087_block_2.java,65112087/65112087_2_236114933.java,method,1,14,Agress Yes,Improving Code
15,nervenetwork,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
162,netty,https://stackoverflow.com/questions/20274776,so_20274776_block_2,ELIGIBLE,dataset/before/so_20274776_block_2.java,dataset/after/so_20274776_block_2.java,20274776/20274776_2_recent.java,method,1,29,Agress Yes,Improving Code
163,netty,https://stackoverflow.com/questions/20274776,so_20274776_block_2,ELIGIBLE,dataset/before/so_20274776_block_2.java,dataset/after/so_20274776_block_2.java,20274776/20274776_2_recent.java,method,1,29,Agress Yes,Improving Code
164,netty,https://stackoverflow.com/questions/42681543,so_42681543_block_4,ELIGIBLE,dataset/before/so_42681543_block_4.java,dataset/after/so_42681543_block_4.java,42681543/42681543_4_recent.java,method,1,166,Agress Yes,Improving Code
165,netty,https://stackoverflow.com/questions/42681543,so_42681543_block_4,ELIGIBLE,dataset/before/so_42681543_block_4.java,dataset/after/so_42681543_block_4.java,42681543/42681543_4_recent.java,method,1,166,Agree No,""
166,netty,https://stackoverflow.com/questions/42681543,so_42681543_block_4,ELIGIBLE,dataset/before/so_42681543_block_4.java,dataset/after/so_42681543_block_4.java,42681543/42681543_4_recent.java,method,1,166,Agress Yes,Improving Code
547,neuroph,https://stackoverflow.com/questions/6133827,so_6133827_block_2,ELIGIBLE,dataset/before/so_6133827_block_2.java,dataset/after/so_6133827_block_2.java,6133827/6133827_2_recent.java,updateCanvas,19,34,Agree No,""
548,neuroph,https://stackoverflow.com/questions/38367701,so_38367701_block_2,ELIGIBLE,dataset/before/so_38367701_block_2.java,dataset/after/so_38367701_block_2.java,38367701/38367701_2_recent.java,method,1,132,Agress Yes,Improving Code
740,nextgenhealthcare,https://stackoverflow.com/questions/62722315,so_62722315_block_2,ELIGIBLE,dataset/before/so_62722315_block_2.java,dataset/after/so_62722315_block_2.java,62722315/62722315_2_recent.java,method,1,292,Agress Yes,Improving Code
608,nightscoutfoundation,https://stackoverflow.com/questions/32061893,so_32061893_block_2,ELIGIBLE,dataset/before/so_32061893_block_2.java,dataset/after/so_32061893_block_2.java,32061893/32061893_2_recent.java,method,1,23,Agree No,""
609,nightscoutfoundation,https://stackoverflow.com/questions/32061893,so_32061893_block_2,ELIGIBLE,dataset/before/so_32061893_block_2.java,dataset/after/so_32061893_block_2.java,32061893/32061893_2_recent.java,method,1,23,Agree No,""
725,novskey,https://stackoverflow.com/questions/28797486,so_28797486_block_2,ELIGIBLE,dataset/before/so_28797486_block_2.java,dataset/after/so_28797486_block_2.java,28797486/28797486_2_recent.java,method,1,33,Agree No,""
492,nuls-io,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
245,nvv,https://stackoverflow.com/questions/4305365,so_4305365_block_2,ELIGIBLE,dataset/before/so_4305365_block_2.java,dataset/after/so_4305365_block_2.java,4305365/4305365_2_recent.java,main,6,43,Agree No,""
246,nvv,https://stackoverflow.com/questions/189739,so_189739_block_2,ELIGIBLE,dataset/before/so_189739_block_2.java,dataset/after/so_189739_block_2.java,189739/189739_2_recent.java,method,1,14,Agress Yes,Improving Code
695,oauth-apis,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agress Yes,Improving Code
690,odoo-mobile,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
691,odoo-mobile,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
692,odoo-mobile,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
693,odoo-mobile,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agree No,""
428,open-hand,https://stackoverflow.com/questions/22918204,so_22918204_block_2,ELIGIBLE,dataset/before/so_22918204_block_2.java,dataset/after/so_22918204_block_2.java,22918204/22918204_2_62450522.java,serialize,3,14,Agree No,""
784,openclinica,https://stackoverflow.com/questions/359634,so_359634_block_2,ELIGIBLE,dataset/before/so_359634_block_2.java,dataset/after/so_359634_block_2.java,359634/359634_2_recent.java,method,1,46,Agress Yes,Bug Fixing
495,openda-association,https://stackoverflow.com/questions/14676464,so_14676464_block_2,ELIGIBLE,dataset/before/so_14676464_block_2.java,dataset/after/so_14676464_block_2.java,14676464/14676464_2_recent.java,method,1,15,Agree No,""
496,openda-association,https://stackoverflow.com/questions/6702420,so_6702420_block_2,ELIGIBLE,dataset/before/so_6702420_block_2.java,dataset/after/so_6702420_block_2.java,6702420/6702420_2_89518975.java,main,9,18,Agree No,""
330,openequella,https://stackoverflow.com/questions/18004334,so_18004334_block_4,EXCLUDED,"","",18004334/18004334_4_recent.java,browseDESKTOP,68,89,Agress Yes,Improving Code
210,openintents,https://stackoverflow.com/questions/3519182,so_3519182_block_2,ELIGIBLE,dataset/before/so_3519182_block_2.java,dataset/after/so_3519182_block_2.java,3519182/3519182_2_7342658.java,method,1,17,Agress Yes,Bug Fixing
